node,DC,CC,BC,EC,TOPSIS
0,0.10526315789473684,0.42379182156133827,0.03248994918389481,0.1065032293978512,0.9245600432606418
64,0.09649122807017543,0.4222222222222222,0.03353295672662947,0.10091534627322081,0.9128630696446569
106,0.09649122807017543,0.4351145038167939,0.02916105326422372,0.09041480488903647,0.8196651125501414
41,0.08771929824561403,0.4367816091954023,0.02882282342077093,0.07914558591256808,0.7862719201644333
74,0.09649122807017543,0.40425531914893614,0.025186801970868828,0.08048860896825338,0.6992158654082609
46,0.09649122807017543,0.4222222222222222,0.02413941977644928,0.08927304875736317,0.6818844325315788
80,0.09649122807017543,0.42379182156133827,0.023836354939100666,0.08992131428999357,0.6739416196304889
24,0.10526315789473684,0.42066420664206644,0.02307009885684561,0.10624954486445581,0.6682887378049892
83,0.09649122807017543,0.4028268551236749,0.023046321730608013,0.08121510679767424,0.6401132077633754
4,0.09649122807017543,0.42379182156133827,0.022213447427560137,0.1037909894144992,0.6385109406124071
58,0.09649122807017543,0.397212543554007,0.022126807176414874,0.10996876923522059,0.6377914583275629
28,0.10526315789473684,0.42379182156133827,0.020895265847707085,0.11630287637595108,0.6109724119341557
114,0.10526315789473684,0.43018867924528303,0.02007948941202635,0.12128875621075214,0.5908118464287714
35,0.09649122807017543,0.42696629213483145,0.02049815993287542,0.10502793880591042,0.5887489391586457
31,0.09649122807017543,0.4175824175824176,0.020365117971128537,0.10645041383760034,0.5850515551206178
92,0.09649122807017543,0.40425531914893614,0.020755436736059025,0.08262817511578949,0.5754052440327155
25,0.10526315789473684,0.4253731343283582,0.01968128436895882,0.1128557163575337,0.5734057258604374
67,0.08771929824561403,0.42379182156133827,0.020700224631586824,0.08031930443204505,0.5698989622808974
12,0.10526315789473684,0.4222222222222222,0.018819414499005812,0.1137034779266685,0.5488243952795556
1,0.10526315789473684,0.41304347826086957,0.017621112680095283,0.09638542911769848,0.49988508713204854
19,0.08771929824561403,0.40425531914893614,0.01828733781038952,0.0817152211954476,0.49826949399531273
13,0.09649122807017543,0.41304347826086957,0.01778327242869339,0.09337865264768186,0.4981458361751216
110,0.09649122807017543,0.41007194244604317,0.017789451176510235,0.09250838953437406,0.49728405379138335
26,0.09649122807017543,0.42066420664206644,0.01729136342995468,0.10599493440730605,0.49513019850290607
103,0.10526315789473684,0.41155234657039713,0.016560890657173696,0.12257661539574181,0.4911051264515592
45,0.07894736842105263,0.40860215053763443,0.01817205827359323,0.07011049909509273,0.4817774968152917
105,0.07894736842105263,0.41911764705882354,0.018286208212798985,0.06201949118988243,0.4798428437441821
18,0.09649122807017543,0.40425531914893614,0.017157286536913383,0.09147165667112428,0.4772843300873307
32,0.09649122807017543,0.41007194244604317,0.016295178668676143,0.10099290025784832,0.46109452075277396
107,0.09649122807017543,0.41605839416058393,0.016539482936742633,0.08783681801632903,0.45753452059331473
70,0.09649122807017543,0.41155234657039713,0.016601996603909323,0.0817893195580222,0.4537995589840484
38,0.08771929824561403,0.3986013986013986,0.017003369986679725,0.07091526556639006,0.45102061212356254
44,0.08771929824561403,0.4014084507042254,0.01592735384829189,0.09032380860564543,0.43568765451750335
29,0.09649122807017543,0.40569395017793597,0.01510233078600516,0.11005250319786308,0.43519104239323364
52,0.10526315789473684,0.4014084507042254,0.014563035979091631,0.12072375014454019,0.4350711968631423
30,0.09649122807017543,0.41155234657039713,0.01520264908239681,0.10194484906088372,0.4310695117600888
53,0.09649122807017543,0.41007194244604317,0.014876854560096128,0.10920929047838857,0.42867028564035636
7,0.09649122807017543,0.397212543554007,0.015475551922823374,0.08845985842435759,0.42504474574984696
66,0.09649122807017543,0.3944636678200692,0.014904553335899984,0.10424838995592449,0.42292754018966405
76,0.09649122807017543,0.41304347826086957,0.014370414434605228,0.11494301573636614,0.420879262514117
94,0.09649122807017543,0.41007194244604317,0.01508664105635432,0.08755028811547799,0.4145715315448881
98,0.09649122807017543,0.40425531914893614,0.015189872298630964,0.0805530683771957,0.41087867616789386
